Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
212.86,-0.08,-0.0,-0.17,-8.98,0.14,-3.98
212.98,-0.03,-0.1,-0.03,-9.0,0.12,-3.96
213.09,-0.03,0.07,-0.09,-8.98,0.12,-3.96
213.2,-0.02,0.01,-0.09,-8.99,0.12,-3.97
213.32,-0.08,-0.07,-0.12,-8.98,0.13,-3.96
213.43,-0.0,0.01,0.03,-8.98,0.15,-3.96
213.55,-0.02,-0.05,-0.03,-8.99,0.13,-3.94
213.66,-0.0,0.01,-0.07,-8.99,0.13,-3.96
213.78,-0.02,-0.05,0.02,-8.98,0.15,-3.96
213.89,-0.0,-0.07,-0.03,-8.99,0.14,-3.96
214.0,-0.0,0.03,-0.04,-8.98,0.13,-3.98
214.12,-0.14,-0.02,-0.24,-8.99,0.13,-3.99
214.23,0.04,-0.1,0.17,-8.98,0.13,-3.96
214.35,-0.0,0.01,-0.04,-8.97,0.14,-3.96
214.46,-0.03,-0.08,-0.06,-8.99,0.13,-3.94
214.58,-0.02,-0.02,-0.01,-8.99,0.12,-3.94
214.69,0.06,0.04,0.19,-8.98,0.12,-3.96
214.8,-0.09,0.04,-0.15,-8.98,0.12,-3.98
214.92,0.03,0.01,0.03,-8.97,0.13,-3.97
215.03,0.07,-0.08,0.2,-8.97,0.13,-3.94
215.15,-0.0,-0.11,0.06,-8.98,0.12,-3.96
215.26,-0.0,0.01,0.02,-8.98,0.13,-3.95
215.38,0.03,0.03,0.11,-8.98,0.14,-3.95
215.49,-0.11,0.06,-0.27,-8.98,0.14,-3.96
215.6,0.03,-0.0,0.16,-8.98,0.14,-3.94
215.72,-0.05,-0.02,-0.03,-8.97,0.14,-3.95
215.83,-0.02,-0.0,-0.03,-8.99,0.13,-3.97
215.95,0.07,0.27,0.02,-8.97,0.15,-3.97
216.06,-0.05,-0.04,-0.15,-9.0,0.13,-3.94
216.18,0.12,-0.02,0.29,-8.98,0.14,-3.97
216.29,-0.06,-0.04,-0.1,-9.0,0.14,-3.97
216.4,0.01,-0.0,0.11,-8.98,0.13,-3.97
216.52,0.09,0.07,0.17,-8.98,0.14,-3.98
216.63,-0.67,0.71,-2.04,-8.97,0.15,-3.98
216.75,0.23,-0.08,0.77,-8.98,0.15,-3.98
216.86,-0.08,-0.2,-0.1,-9.0,0.12,-3.95
216.98,-0.11,0.01,-0.33,-8.96,0.13,-3.97
217.09,-0.28,0.1,-0.68,-8.97,0.13,-3.96
217.2,-0.05,-0.04,-0.01,-8.99,0.13,-3.95
217.32,0.01,0.06,0.06,-8.97,0.13,-3.96
217.43,0.09,-0.04,0.31,-8.98,0.11,-3.98
217.55,-0.0,-0.02,0.09,-8.99,0.13,-3.96
217.66,0.06,-0.02,0.22,-8.99,0.12,-3.94
217.78,-0.03,-0.0,-0.07,-8.98,0.13,-3.97
217.89,-0.02,0.1,-0.2,-8.98,0.13,-3.96
218.0,-0.19,0.12,-0.49,-8.98,0.13,-3.94
218.12,0.04,0.04,0.19,-8.99,0.13,-3.95
218.23,-0.0,-0.04,0.09,-8.99,0.13,-3.95
218.35,-0.05,0.01,-0.04,-8.98,0.12,-3.95
218.46,-0.03,0.03,-0.1,-8.98,0.13,-3.94
218.58,-0.03,-0.05,-0.03,-8.98,0.13,-3.95
218.69,0.07,0.1,0.26,-8.98,0.15,-3.98
218.8,-0.02,0.09,0.08,-8.97,0.13,-3.97
218.92,-0.02,-0.16,0.11,-8.99,0.13,-3.96
219.03,0.15,-0.08,0.32,-8.97,0.12,-3.97
219.15,-0.22,0.19,-0.65,-8.96,0.13,-3.96
219.26,-0.05,0.01,-0.03,-9.0,0.12,-3.94
219.38,0.15,-0.1,0.49,-8.96,0.13,-3.98
219.49,-0.17,0.07,-0.41,-8.97,0.13,-3.96
219.6,0.3,0.1,0.66,-8.98,0.13,-3.97
219.72,-0.12,-0.11,-0.21,-8.98,0.14,-3.98
219.83,-0.23,-0.11,-0.55,-8.99,0.11,-3.98
219.95,0.01,0.07,0.06,-8.99,0.12,-3.96
220.06,0.27,0.12,0.66,-8.98,0.13,-3.95
220.18,-0.22,0.07,-0.58,-8.99,0.14,-3.96
220.29,-0.0,-0.0,0.02,-8.98,0.12,-3.96
220.4,0.06,0.01,0.12,-8.99,0.13,-3.96
220.52,-0.0,-0.02,0.08,-8.99,0.14,-3.96
220.63,-0.08,0.01,-0.17,-9.0,0.15,-3.98
220.75,-0.05,-0.04,-0.18,-8.97,0.13,-3.96
224.75,-0.0,-0.0,0.08,-8.99,0.13,-3.96
224.86,-0.14,0.01,-0.23,-8.98,0.12,-3.96
224.97,0.03,0.16,0.05,-8.98,0.13,-3.94
225.09,0.01,0.15,-0.01,-8.98,0.13,-3.98
225.2,0.03,-0.04,0.12,-8.99,0.13,-3.98
225.32,0.14,-0.04,0.4,-8.99,0.13,-3.94
225.43,0.04,0.24,0.0,-8.97,0.14,-3.97
225.54,-0.06,0.16,-0.07,-8.96,0.12,-3.96
225.66,-0.0,-0.07,0.0,-8.99,0.13,-3.94
225.77,-0.03,-0.14,0.0,-8.98,0.12,-3.96
225.89,0.01,-0.0,0.12,-8.98,0.11,-3.94
226.0,0.04,0.25,0.11,-8.97,0.15,-3.97
226.12,-0.03,-0.17,0.05,-8.99,0.1,-3.96
226.23,-0.08,-0.11,-0.09,-8.99,0.12,-3.94
226.34,-0.08,0.19,-0.12,-8.97,0.16,-3.96
226.46,-0.02,0.07,0.03,-8.96,0.14,-3.97
226.57,0.01,-0.19,0.02,-8.98,0.13,-3.95
226.69,-0.0,0.09,-0.03,-8.95,0.14,-3.95
226.8,0.39,0.06,0.84,-8.97,0.12,-3.95
226.91,-0.43,-0.05,-1.07,-9.01,0.11,-3.95
227.03,-0.06,0.09,-0.01,-8.98,0.13,-3.95
227.14,0.1,-0.11,0.32,-8.98,0.14,-3.96
227.26,-0.03,-0.13,-0.06,-9.0,0.13,-3.95
227.37,0.04,0.09,0.05,-8.97,0.14,-3.95
227.49,0.15,0.04,0.28,-8.98,0.11,-3.95
227.6,-0.26,-0.02,-0.65,-8.99,0.11,-3.95
227.72,0.18,0.06,0.35,-8.97,0.14,-3.98
227.83,-0.0,-0.1,0.16,-8.98,0.11,-3.95
227.94,0.01,-0.11,0.08,-8.99,0.12,-3.97
228.06,-0.03,0.03,0.02,-8.97,0.13,-3.94
228.17,-0.11,0.06,-0.21,-8.98,0.13,-3.95
228.29,-0.02,-0.0,0.03,-8.98,0.14,-3.97
228.4,0.06,-0.02,0.16,-8.99,0.14,-3.97
228.51,-0.05,0.03,-0.01,-8.96,0.12,-3.96
228.63,-0.0,0.06,0.05,-8.98,0.13,-3.97
228.74,-0.0,-0.02,0.02,-8.99,0.12,-3.93
228.86,-0.02,-0.0,0.0,-8.98,0.14,-3.95
228.97,-0.05,-0.02,-0.07,-8.99,0.14,-3.94
229.09,-0.0,0.06,0.06,-8.98,0.13,-3.94
229.2,-0.11,-0.04,-0.27,-8.98,0.14,-3.97
229.32,0.1,-0.11,0.35,-8.97,0.12,-3.96
229.43,0.17,0.01,0.37,-8.97,0.13,-3.95
229.54,-0.25,0.15,-0.64,-8.98,0.13,-3.96
229.66,0.01,-0.02,0.06,-8.98,0.14,-3.97
229.77,0.03,-0.02,0.09,-8.98,0.13,-3.96
229.88,0.01,0.15,0.05,-8.98,0.14,-3.96
230.0,-0.14,0.06,-0.27,-8.98,0.12,-3.94
230.11,-0.05,0.07,-0.1,-8.98,0.13,-3.96
230.23,-0.03,0.09,0.0,-8.98,0.13,-3.95
230.34,0.03,-0.05,0.11,-8.99,0.11,-3.95
230.46,-0.02,0.12,-0.06,-8.98,0.12,-3.97
230.57,0.06,0.25,0.08,-8.98,0.13,-3.95
230.69,0.01,0.04,0.11,-8.98,0.13,-3.96
230.8,-0.12,-0.04,-0.18,-8.99,0.12,-3.95
230.91,0.06,-0.08,0.25,-8.98,0.15,-3.95
231.03,-0.06,0.03,-0.12,-8.96,0.13,-3.96
231.14,0.01,0.07,-0.04,-8.98,0.13,-3.97
231.26,0.01,-0.07,0.09,-8.99,0.13,-3.94
231.37,-0.09,-0.07,-0.17,-8.98,0.13,-3.94
231.49,0.03,-0.0,0.06,-8.98,0.15,-3.95
231.6,0.07,-0.0,0.26,-8.97,0.14,-3.96
231.71,-0.03,0.03,0.06,-8.97,0.13,-3.95
231.83,-0.0,-0.05,0.05,-8.99,0.12,-3.96
231.94,-0.03,0.04,-0.06,-8.98,0.14,-3.94
232.05,-0.11,0.03,-0.33,-8.98,0.12,-3.95
232.17,0.09,-0.08,0.25,-9.0,0.13,-3.95
232.29,-0.05,0.01,-0.13,-8.98,0.12,-3.95
232.4,-0.02,0.01,0.0,-8.99,0.12,-3.96
232.51,-0.06,-0.04,-0.12,-8.99,0.14,-3.97
232.63,-0.02,-0.13,0.09,-8.98,0.12,-3.97
232.74,-0.35,-0.2,-0.76,-8.99,0.14,-3.97
232.86,0.03,0.07,0.11,-8.98,0.13,-3.95
232.97,0.15,-0.08,0.45,-9.0,0.12,-3.95
233.08,-0.17,0.01,-0.32,-8.98,0.13,-3.97
233.2,0.29,0.03,0.77,-8.98,0.14,-3.96
233.31,0.29,-0.16,0.89,-8.98,0.12,-3.96
233.43,-0.32,0.24,-0.93,-8.98,0.13,-3.95
233.54,0.04,0.19,0.14,-8.97,0.13,-3.97
233.66,0.24,-0.08,0.75,-8.97,0.13,-3.96
233.77,-0.03,-0.07,0.06,-9.01,0.13,-3.96
233.88,0.04,0.07,0.08,-8.97,0.14,-3.95
234.0,0.04,-0.1,0.14,-8.97,0.14,-3.98
234.11,-0.12,-0.02,-0.27,-8.97,0.13,-3.95
234.23,0.01,0.04,-0.01,-8.98,0.13,-3.97
234.34,0.03,0.03,0.09,-8.99,0.14,-3.96
234.46,0.09,-0.04,0.23,-8.99,0.11,-3.95
234.57,-0.2,-0.0,-0.32,-8.98,0.13,-3.96
234.68,-0.05,0.01,-0.12,-8.98,0.12,-3.96
234.8,-0.0,-0.08,0.03,-8.99,0.12,-3.94
234.91,0.07,-0.04,0.25,-8.97,0.13,-3.97
235.03,-0.06,-0.16,-0.04,-9.01,0.12,-3.94
235.14,-0.19,-0.25,-0.39,-9.01,0.11,-3.93
235.25,-0.08,0.15,-0.23,-8.99,0.13,-3.97
235.37,-0.03,-0.0,-0.12,-8.99,0.13,-3.96
235.48,-0.28,-0.05,-0.62,-8.97,0.14,-3.97
235.6,0.32,-0.13,0.83,-8.97,0.13,-3.95
235.71,-0.09,0.07,-0.32,-8.99,0.13,-3.97
235.83,0.21,0.39,0.34,-8.98,0.13,-3.96
235.94,0.06,0.09,0.06,-9.0,0.13,-4.0
236.05,0.2,-0.22,0.58,-8.99,0.13,-3.97
236.17,0.09,0.04,0.25,-8.97,0.15,-3.97
236.28,-0.11,0.15,-0.33,-8.99,0.14,-3.95
236.4,-0.08,-0.02,-0.32,-8.99,0.14,-3.96
236.51,-0.02,0.04,0.03,-8.96,0.14,-3.97
236.63,0.07,-0.14,0.29,-8.97,0.1,-3.94
236.74,0.17,-0.14,0.6,-8.98,0.12,-3.97
236.85,-0.0,0.01,-0.04,-8.97,0.13,-3.95
236.97,-0.03,-0.0,-0.12,-9.0,0.13,-3.99
237.08,-0.0,0.06,0.09,-8.98,0.14,-3.94
237.2,-0.06,-0.02,-0.18,-8.98,0.13,-3.95
237.31,-0.11,-0.02,-0.15,-8.99,0.13,-3.96
237.43,0.03,-0.13,0.12,-8.98,0.13,-3.97
237.54,-0.05,-0.07,-0.12,-8.98,0.12,-3.97
237.66,0.09,0.04,0.19,-8.98,0.13,-3.97
237.77,0.01,0.09,0.03,-8.97,0.13,-3.96
237.88,-0.0,-0.02,0.06,-8.99,0.14,-3.96
238.0,0.04,-0.05,0.14,-8.98,0.12,-3.98
238.11,0.01,0.01,0.12,-8.98,0.13,-3.97
238.23,-0.08,-0.04,-0.07,-8.99,0.13,-3.96
238.34,-0.14,-0.13,-0.3,-8.99,0.14,-3.97
238.45,0.1,0.03,0.26,-8.99,0.11,-3.97
238.57,-0.03,0.06,-0.13,-8.99,0.14,-3.96
238.68,-0.0,-0.02,0.0,-8.99,0.13,-3.96
238.8,-0.03,0.07,-0.01,-8.98,0.13,-3.96
238.91,0.01,-0.0,0.08,-8.99,0.12,-3.98
239.03,-0.0,-0.11,0.08,-8.98,0.14,-3.95
239.14,0.03,-0.08,0.12,-8.98,0.12,-3.95
239.25,-0.11,-0.07,-0.18,-8.99,0.12,-3.97
239.37,0.04,0.06,0.14,-8.98,0.12,-3.94
239.48,-0.12,-0.16,-0.1,-8.98,0.12,-3.98
239.6,-0.0,-0.08,0.06,-8.99,0.14,-3.96
239.71,-0.09,-0.04,-0.18,-8.99,0.13,-3.98
239.83,-0.14,-0.2,-0.21,-9.0,0.12,-3.94
239.94,-0.09,-0.08,-0.3,-9.0,0.13,-3.95
240.05,-0.23,0.03,-0.5,-8.99,0.13,-3.95
240.17,0.07,0.38,0.08,-8.95,0.13,-3.96
240.28,0.04,-0.08,0.09,-9.0,0.13,-3.97
240.4,0.06,-0.17,0.28,-8.98,0.14,-3.94
240.51,-0.03,0.12,-0.12,-8.97,0.11,-3.95
240.63,-0.19,0.01,-0.46,-8.99,0.13,-3.98
240.74,0.03,-0.14,0.03,-8.99,0.15,-3.96
240.85,0.03,-0.13,0.12,-8.98,0.13,-3.98
240.97,0.01,-0.0,0.09,-8.97,0.13,-3.96
241.08,-0.05,-0.0,-0.07,-8.98,0.12,-3.95
241.2,0.07,-0.04,0.22,-8.99,0.13,-3.97
241.31,0.01,-0.05,0.05,-8.99,0.15,-3.97
241.43,0.04,-0.17,0.12,-8.98,0.13,-3.96
241.54,-0.08,0.03,-0.13,-8.98,0.13,-3.96
241.65,-0.02,-0.0,0.03,-8.98,0.13,-3.97
241.77,-0.0,0.07,-0.01,-8.98,0.13,-3.97
241.88,-0.02,0.04,-0.01,-8.98,0.12,-3.95
242.0,-0.08,-0.0,-0.12,-8.98,0.14,-3.98
242.11,-0.02,-0.02,0.0,-8.98,0.12,-3.96
242.23,-0.06,-0.04,-0.09,-8.99,0.14,-3.96
242.34,0.01,-0.08,0.16,-8.97,0.13,-3.99
242.45,-0.02,-0.02,0.03,-9.0,0.13,-3.97
242.57,-0.06,-0.05,-0.03,-8.99,0.13,-3.97
242.68,-0.02,-0.1,0.05,-8.98,0.13,-3.97
242.8,-0.02,-0.02,-0.01,-8.99,0.14,-3.96
242.91,-0.03,-0.04,-0.09,-8.98,0.13,-3.97
243.03,-0.03,0.01,-0.01,-9.0,0.12,-3.97
243.14,0.01,0.03,0.05,-8.99,0.13,-3.98
243.26,-0.0,-0.02,-0.03,-8.99,0.13,-3.97
243.37,0.04,-0.02,0.17,-8.97,0.13,-3.95
243.48,-0.03,-0.0,-0.03,-8.97,0.14,-3.96
243.6,-0.08,-0.1,-0.12,-9.0,0.13,-3.96
243.71,0.15,-0.1,0.37,-8.97,0.14,-3.96
243.83,-0.15,0.1,-0.38,-8.99,0.13,-3.97
243.94,0.07,0.01,0.16,-8.98,0.13,-3.96
244.05,0.04,0.01,0.12,-8.98,0.13,-3.97
244.17,-0.02,-0.04,-0.07,-8.98,0.13,-4.0
244.28,-0.06,0.03,-0.09,-8.97,0.14,-3.96
244.4,-0.03,0.16,-0.12,-8.96,0.14,-3.98
244.51,-0.0,-0.08,-0.01,-9.0,0.12,-3.97
244.63,0.03,-0.08,0.22,-8.99,0.13,-3.96
244.74,-0.15,-0.04,-0.33,-8.97,0.14,-3.96
244.86,0.09,-0.11,0.32,-8.99,0.11,-3.94
244.97,-0.08,0.13,-0.18,-8.99,0.11,-3.95
245.08,-0.02,0.01,-0.07,-8.97,0.14,-3.98
245.2,0.07,-0.17,0.08,-8.99,0.13,-3.95
245.31,0.09,0.01,0.45,-8.98,0.13,-3.97
245.43,-0.23,-0.2,-0.38,-9.01,0.12,-3.94
245.54,-0.05,-0.02,-0.13,-8.98,0.14,-3.94
245.66,0.01,0.22,-0.09,-8.98,0.11,-3.95
245.77,-0.05,0.01,-0.1,-9.0,0.14,-3.95
245.88,0.12,-0.02,0.52,-8.97,0.13,-3.97
246.0,-0.25,-0.04,-0.64,-9.0,0.13,-3.96
246.11,-0.06,-0.02,-0.1,-8.99,0.12,-3.95
246.23,0.03,-0.23,0.25,-8.97,0.13,-3.97
246.34,0.04,0.15,0.0,-8.97,0.13,-3.96
246.46,0.09,0.07,0.22,-8.99,0.13,-3.97
246.57,-0.23,-0.29,-0.36,-8.98,0.14,-3.95
246.68,-0.0,0.04,0.0,-8.99,0.12,-3.95
246.8,-0.12,0.12,-0.39,-8.98,0.14,-3.96
246.91,0.12,-0.16,0.45,-8.98,0.15,-3.96
247.03,-0.05,-0.11,-0.15,-8.97,0.13,-3.98
247.14,0.06,-0.07,0.17,-8.97,0.12,-3.95
247.26,-0.08,0.12,-0.2,-8.98,0.12,-3.97
247.37,-0.11,0.06,-0.18,-8.99,0.14,-3.96
247.48,-0.08,-0.13,-0.15,-8.99,0.13,-3.95
247.6,0.03,-0.0,0.0,-8.98,0.13,-3.96
247.71,-0.02,-0.23,0.09,-9.0,0.14,-3.96
247.83,-0.12,-0.02,-0.27,-9.0,0.13,-3.95
247.94,-0.02,0.01,-0.15,-8.98,0.13,-3.95
248.05,-0.14,0.07,-0.24,-8.97,0.13,-3.96
248.17,-0.0,-0.04,0.09,-8.98,0.14,-3.96
248.28,-0.08,-0.16,-0.06,-8.98,0.13,-3.97
248.4,-0.15,0.04,-0.41,-9.0,0.12,-3.95
248.51,-0.0,0.01,0.02,-8.99,0.12,-3.97
248.63,-0.06,-0.0,-0.12,-8.97,0.12,-3.97
248.74,0.03,-0.04,0.22,-8.98,0.12,-3.97
248.86,-0.11,0.19,-0.2,-8.99,0.14,-3.97
248.97,-0.08,-0.13,0.03,-9.0,0.11,-3.97
249.08,0.01,-0.08,0.16,-8.98,0.13,-3.96
249.2,-0.17,0.06,-0.39,-8.99,0.15,-3.98
249.31,0.04,-0.14,0.16,-9.0,0.12,-3.97
249.43,0.12,-0.45,0.54,-8.99,0.15,-3.97
249.54,0.03,0.06,0.14,-8.97,0.13,-3.96
249.66,-0.32,0.39,-0.9,-8.98,0.12,-3.94
249.77,-0.29,-0.29,-0.68,-9.01,0.12,-3.96
249.88,-0.05,-0.2,0.11,-8.98,0.13,-3.96
250.0,0.06,-0.19,0.46,-8.99,0.13,-3.96
250.11,-0.31,-0.11,-0.76,-8.99,0.13,-3.98
250.23,0.01,-0.05,0.02,-8.98,0.12,-3.97
250.34,-0.09,0.07,-0.15,-8.99,0.13,-3.97
250.46,-0.06,-0.13,-0.03,-8.98,0.12,-3.97
250.57,0.06,-0.16,0.26,-8.98,0.12,-3.96
250.68,0.09,0.04,0.23,-8.99,0.13,-3.97
250.8,0.06,0.01,0.14,-8.99,0.13,-3.94
250.91,-0.29,0.39,-0.9,-8.97,0.12,-3.97
251.03,0.12,0.13,0.31,-8.99,0.12,-3.96
251.14,0.03,-0.14,0.16,-8.98,0.13,-3.96
251.25,-0.02,-0.04,0.08,-8.98,0.13,-3.96
251.37,-0.02,0.04,0.0,-8.98,0.14,-3.93
251.48,0.1,0.03,0.34,-8.97,0.13,-3.97
251.6,-0.06,-0.0,-0.13,-8.98,0.12,-3.96
251.71,-0.09,0.01,-0.12,-8.98,0.12,-3.94
251.83,-0.05,-0.02,-0.04,-8.98,0.12,-3.97
251.94,-0.03,-0.02,-0.01,-8.98,0.14,-3.97
252.05,-0.03,-0.02,0.03,-8.98,0.13,-3.97
252.17,0.03,-0.02,0.09,-8.99,0.13,-3.97
252.28,-0.03,-0.1,0.0,-8.98,0.14,-3.96
252.4,0.01,-0.0,0.02,-8.98,0.12,-3.97
252.51,-0.03,0.03,-0.04,-8.99,0.13,-3.95
252.63,0.03,-0.05,-0.03,-8.98,0.12,-3.97
252.74,-0.02,-0.04,0.02,-9.0,0.13,-3.97
252.86,-0.0,0.03,0.03,-8.98,0.14,-3.96
252.97,-0.03,0.06,0.05,-8.97,0.13,-3.96
253.08,0.03,0.04,0.05,-8.98,0.13,-3.98
253.2,-0.05,-0.02,-0.06,-8.99,0.13,-3.96
253.31,0.01,-0.07,0.06,-8.99,0.13,-3.99
253.43,-0.09,0.16,-0.29,-8.97,0.11,-3.99
253.54,-0.28,0.25,-0.79,-8.96,0.12,-3.95
253.66,-0.05,-0.11,0.03,-9.0,0.1,-3.92
253.77,0.29,0.09,0.78,-8.97,0.14,-3.96
253.88,0.14,0.03,0.38,-9.0,0.13,-3.97
254.0,0.1,0.07,0.32,-9.0,0.13,-3.99
254.11,-0.51,0.07,-1.17,-8.99,0.15,-3.96
254.23,-0.15,-0.13,-0.33,-8.98,0.12,-3.96
254.34,0.1,0.01,0.34,-8.97,0.13,-3.96
254.45,-0.06,0.01,-0.12,-8.98,0.15,-3.98
254.57,0.01,-0.08,0.16,-8.99,0.13,-3.98
254.68,0.1,-0.04,0.23,-8.97,0.12,-3.96
254.8,0.06,-0.0,0.2,-8.99,0.12,-3.98
254.91,-0.03,-0.02,-0.04,-8.97,0.14,-3.96
255.02,-0.12,-0.14,-0.3,-8.98,0.13,-3.97
255.14,0.1,-0.02,0.32,-8.98,0.13,-3.94
255.25,-0.03,-0.0,0.02,-8.98,0.12,-3.98
255.37,0.01,0.03,0.05,-8.99,0.13,-3.97
255.48,-0.02,-0.07,0.05,-8.97,0.14,-3.98
255.6,0.12,-0.16,0.32,-8.99,0.13,-3.96
255.71,-0.02,0.09,0.0,-9.0,0.12,-3.97
255.82,0.03,0.04,0.11,-8.98,0.15,-3.99
255.94,-0.06,-0.08,-0.13,-8.98,0.13,-3.95
256.05,-0.03,-0.07,0.06,-8.98,0.12,-3.97
256.17,-0.26,-0.02,-0.52,-8.97,0.13,-3.97
256.28,-0.03,0.04,-0.07,-8.99,0.11,-3.96
256.4,0.03,0.04,0.17,-9.0,0.12,-3.97
256.51,-0.09,-0.1,-0.12,-8.98,0.12,-3.95
256.62,-0.08,0.04,-0.17,-8.99,0.14,-3.97
256.74,0.23,-0.08,0.54,-8.98,0.14,-3.97
256.85,-0.25,-0.07,-0.49,-8.99,0.11,-3.95
256.97,0.03,0.01,0.14,-8.99,0.13,-3.97
257.08,0.17,-0.0,0.46,-8.97,0.13,-3.99
257.2,0.14,0.1,0.41,-8.99,0.12,-3.96
257.31,-0.26,0.09,-0.68,-8.97,0.12,-3.98
257.42,0.14,-0.0,0.38,-8.99,0.11,-3.94
257.54,0.1,0.06,0.22,-8.99,0.12,-3.96
257.65,-0.25,0.3,-0.7,-8.95,0.14,-3.97
257.77,0.1,0.04,0.37,-9.0,0.11,-3.96
257.88,0.01,-0.0,0.08,-8.98,0.12,-3.94
257.99,0.03,-0.04,0.08,-8.99,0.14,-3.98
258.11,0.04,-0.08,0.16,-8.98,0.12,-3.96
258.22,-0.02,-0.02,-0.13,-8.99,0.12,-3.98
258.34,-0.06,0.03,-0.1,-8.98,0.13,-3.97
258.45,0.04,0.03,0.06,-8.98,0.14,-3.97
258.57,0.17,-0.04,0.45,-8.97,0.13,-3.95
258.68,0.03,-0.05,0.02,-8.97,0.13,-3.97
258.79,0.04,-0.02,0.12,-8.99,0.13,-3.95
258.91,-0.06,-0.11,-0.07,-8.98,0.12,-3.94
259.02,-0.08,-0.04,-0.17,-8.98,0.15,-3.97
259.14,-0.14,-0.1,-0.23,-8.99,0.12,-3.98
259.25,0.04,-0.07,0.2,-8.99,0.12,-3.96
259.36,0.03,-0.07,0.11,-8.98,0.13,-3.97
259.48,-0.22,0.1,-0.64,-8.97,0.13,-3.97
259.59,0.1,-0.02,0.26,-8.98,0.11,-3.95
259.71,-0.14,-0.05,-0.24,-8.97,0.13,-4.0
259.82,0.06,-0.1,0.37,-8.99,0.12,-3.94
259.94,-0.15,0.18,-0.42,-8.97,0.11,-3.95
260.05,-0.02,-0.0,0.03,-8.98,0.13,-3.95
260.17,-0.0,-0.11,0.14,-8.99,0.13,-3.97
260.28,0.01,-0.05,0.06,-8.99,0.13,-3.95
260.39,-0.03,0.04,0.0,-8.98,0.12,-3.96
260.51,0.03,0.1,0.08,-8.97,0.13,-3.94
260.62,-0.11,-0.07,-0.15,-8.99,0.13,-3.97
260.74,0.15,-0.26,0.7,-8.98,0.14,-3.98
260.85,-0.08,-0.04,-0.17,-8.97,0.14,-3.97
260.97,-0.05,-0.05,-0.23,-9.0,0.15,-3.97
261.08,-0.23,0.15,-0.52,-8.98,0.15,-3.98
261.19,0.2,-0.29,0.69,-9.0,0.11,-3.95
261.31,-0.08,-0.2,-0.09,-8.98,0.14,-3.97
261.42,-0.19,0.16,-0.39,-8.97,0.13,-3.95
261.54,0.03,-0.04,0.17,-9.01,0.12,-3.96
265.88,0.09,0.09,0.31,-8.98,0.14,-3.97
265.99,-0.11,-0.13,-0.18,-8.99,0.13,-3.96
266.11,0.15,-0.07,0.26,-8.97,0.14,-3.96
266.22,0.06,0.09,0.14,-8.98,0.13,-3.97
266.33,-0.0,0.04,0.11,-8.99,0.14,-3.97
266.45,-0.05,-0.07,-0.1,-8.98,0.12,-3.98
266.56,-0.14,-0.0,-0.32,-8.99,0.11,-3.98
266.68,0.12,0.01,0.4,-8.99,0.12,-3.96
266.79,-0.23,-0.04,-0.47,-9.0,0.13,-3.97
266.91,-0.02,-0.2,0.05,-8.99,0.12,-3.96
267.02,0.01,-0.04,0.09,-8.98,0.13,-3.96
267.14,-0.05,-0.04,0.02,-8.99,0.12,-3.96
267.25,-0.2,0.03,-0.44,-8.97,0.12,-3.93
267.36,0.01,0.01,0.12,-8.99,0.11,-3.94
267.48,0.07,0.04,0.17,-8.98,0.13,-3.95
267.59,-0.05,-0.08,-0.13,-8.98,0.14,-3.96
267.71,-0.05,-0.02,-0.04,-8.98,0.13,-3.96
267.82,0.03,0.03,0.16,-8.98,0.15,-3.98
267.94,-0.0,-0.02,0.03,-8.98,0.13,-3.97
268.05,-0.06,-0.02,-0.2,-8.98,0.13,-3.96
268.16,-0.03,-0.04,-0.03,-9.0,0.13,-3.95
268.28,-0.12,-0.04,-0.01,-8.98,0.14,-3.95
268.39,-0.06,0.04,-0.03,-8.97,0.13,-3.95
268.51,0.06,0.01,0.14,-8.99,0.13,-3.95
268.62,-0.05,-0.02,-0.09,-8.96,0.13,-3.98
268.73,-0.08,0.21,-0.3,-9.0,0.12,-3.99
268.85,0.01,-0.1,0.03,-8.99,0.11,-3.99
268.96,-0.03,-0.0,-0.03,-8.97,0.13,-3.98
269.08,-0.05,0.1,-0.18,-8.98,0.14,-3.97
269.19,-0.02,-0.11,-0.03,-9.0,0.11,-3.95
269.31,0.06,0.03,0.09,-8.98,0.14,-3.96
269.42,-0.03,0.1,-0.06,-8.99,0.12,-3.96
269.54,0.03,-0.0,0.08,-8.99,0.12,-3.94
269.65,-0.02,-0.07,-0.06,-8.98,0.14,-3.99
269.76,-0.03,-0.1,0.0,-8.99,0.11,-3.96
269.88,0.03,-0.05,0.11,-8.99,0.12,-3.98
269.99,-0.06,-0.0,-0.07,-8.98,0.12,-3.94
270.11,-0.05,0.07,-0.15,-8.97,0.13,-3.97
270.22,-0.03,-0.23,-0.03,-8.98,0.13,-3.96
270.34,-0.12,-0.07,-0.17,-8.98,0.14,-3.94
270.45,0.18,-0.14,0.51,-8.98,0.1,-3.94
270.57,-0.15,0.1,-0.42,-8.96,0.12,-3.97
270.68,-0.15,-0.07,-0.29,-9.01,0.12,-3.96
270.79,0.03,0.03,0.06,-8.97,0.12,-3.95
270.91,-0.12,0.18,-0.42,-8.99,0.13,-3.97
271.02,0.06,0.16,0.14,-8.98,0.12,-3.97
271.14,0.14,-0.07,0.43,-8.98,0.13,-3.95
