Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
38.48,0.01,-0.06,0.04,0.53,0.01,9.31,-0.21
38.5,-0.02,-0.04,0.04,0.53,0.01,9.29,0.2
38.52,-0.03,-0.03,0.04,0.52,0.01,9.28,0.61
38.54,-0.03,-0.01,0.02,0.52,0.0,9.28,0.79
38.55,-0.03,0.02,-0.01,0.51,0.0,9.29,0.78
38.57,-0.03,0.05,-0.02,0.51,0.0,9.31,0.79
38.59,-0.02,0.05,-0.02,0.52,0.0,9.31,0.99
38.61,-0.0,0.03,-0.02,0.53,-0.0,9.31,1.26
38.63,0.01,0.03,-0.01,0.54,-0.01,9.31,1.4
38.64,0.02,0.04,0.0,0.54,-0.01,9.31,1.26
38.66,0.03,0.04,-0.0,0.54,-0.01,9.31,0.96
38.68,0.02,0.02,-0.01,0.52,-0.01,9.31,0.78
38.7,-0.0,-0.01,-0.04,0.51,-0.0,9.32,0.78
38.72,-0.03,-0.04,-0.07,0.5,-0.01,9.34,0.79
38.73,-0.03,-0.05,-0.06,0.5,-0.01,9.35,0.59
38.75,-0.01,-0.04,-0.03,0.51,-0.02,9.35,0.17
38.77,0.01,-0.05,-0.0,0.51,-0.01,9.34,-0.22
38.79,0.02,-0.08,0.01,0.52,-0.01,9.33,-0.39
38.81,0.01,-0.09,0.0,0.52,-0.0,9.33,-0.38
38.82,-0.02,-0.09,-0.01,0.52,0.0,9.32,-0.39
38.84,-0.04,-0.07,-0.01,0.51,0.01,9.31,-0.6
38.86,-0.06,-0.03,-0.01,0.51,0.01,9.32,-0.89
38.88,-0.08,0.01,-0.01,0.51,0.01,9.32,-1.0
38.9,-0.1,0.02,-0.01,0.52,0.01,9.32,-0.83
38.91,-0.11,0.02,0.0,0.53,0.01,9.31,-0.54
38.93,-0.1,0.03,0.01,0.53,0.01,9.3,-0.38
38.95,-0.09,0.05,0.01,0.53,0.02,9.3,-0.38
38.97,-0.08,0.06,0.02,0.53,0.02,9.3,-0.38
38.98,-0.08,0.03,0.03,0.53,0.02,9.32,-0.17
39.0,-0.06,-0.0,0.02,0.53,0.02,9.33,0.28
39.02,-0.02,-0.02,0.01,0.53,0.02,9.33,0.64
39.04,0.04,-0.03,0.02,0.54,0.02,9.33,0.8
39.06,0.07,-0.03,0.03,0.55,0.01,9.33,0.77
39.07,0.07,-0.02,0.04,0.55,0.0,9.33,0.8
39.09,0.06,-0.02,0.04,0.55,-0.01,9.33,1.02
39.11,0.03,-0.01,0.04,0.54,-0.0,9.32,1.3
39.13,0.01,-0.01,0.03,0.53,0.0,9.31,1.4
39.15,0.0,-0.01,0.02,0.53,0.01,9.31,1.22
39.16,-0.02,-0.01,-0.0,0.53,0.01,9.31,0.94
39.18,-0.03,-0.01,-0.03,0.52,0.01,9.32,0.77
39.2,-0.03,0.0,-0.05,0.52,0.01,9.32,0.79
39.22,-0.03,0.03,-0.04,0.52,0.01,9.31,0.77
39.24,-0.03,0.05,-0.03,0.53,0.01,9.31,0.55
39.25,-0.03,0.05,-0.03,0.54,0.01,9.31,0.1
39.27,-0.0,0.02,-0.03,0.54,0.01,9.33,-0.25
39.29,0.03,-0.02,-0.04,0.54,0.02,9.34,-0.4
39.31,0.03,-0.05,-0.05,0.54,0.01,9.35,-0.37
39.33,0.02,-0.05,-0.06,0.53,0.0,9.36,-0.41
39.34,-0.0,-0.02,-0.07,0.53,-0.01,9.37,-0.65
39.36,-0.01,0.01,-0.06,0.53,-0.01,9.38,-0.91
39.38,-0.01,0.01,-0.03,0.53,-0.01,9.37,-0.99
39.4,0.02,-0.0,-0.01,0.53,-0.0,9.35,-0.8
39.42,0.04,-0.01,0.01,0.52,-0.01,9.32,-0.51
39.43,0.03,0.01,-0.01,0.52,-0.01,9.31,-0.37
39.45,0.01,0.04,-0.03,0.52,-0.02,9.32,-0.39
39.47,-0.03,0.06,-0.03,0.52,-0.02,9.33,-0.37
39.49,-0.04,0.06,-0.0,0.52,-0.02,9.33,-0.11
39.5,-0.03,0.05,0.03,0.52,-0.02,9.33,0.3
39.52,-0.01,0.04,0.05,0.52,-0.02,9.32,0.68
39.54,-0.01,0.04,0.06,0.52,-0.02,9.31,0.8
39.56,-0.04,0.05,0.04,0.53,-0.02,9.3,0.77
39.58,-0.07,0.05,-0.01,0.53,-0.01,9.31,0.82
39.6,-0.09,0.03,-0.07,0.54,-0.01,9.31,1.07
39.61,-0.09,0.01,-0.11,0.54,-0.0,9.32,1.32
39.63,-0.09,0.01,-0.12,0.54,-0.0,9.32,1.39
39.65,-0.08,-0.0,-0.12,0.54,-0.0,9.31,1.18
39.67,-0.04,-0.01,-0.1,0.54,0.0,9.31,0.9
39.69,-0.02,-0.01,-0.05,0.53,0.01,9.3,0.77
39.7,-0.0,0.01,0.0,0.54,0.01,9.3,0.79
39.72,0.0,0.06,0.03,0.54,0.0,9.29,0.76
39.74,-0.02,0.08,0.04,0.54,-0.01,9.29,0.49
39.76,-0.04,0.09,0.05,0.53,-0.01,9.29,0.05
39.77,-0.04,0.09,0.06,0.53,-0.01,9.3,-0.3
39.79,-0.04,0.1,0.07,0.53,-0.01,9.31,-0.4
39.81,-0.04,0.09,0.06,0.53,-0.01,9.31,-0.37
39.83,-0.05,0.06,0.05,0.54,-0.01,9.32,-0.43
39.85,-0.05,0.04,0.05,0.54,-0.01,9.32,-0.67
39.86,-0.04,0.01,0.05,0.54,-0.02,9.32,-0.94
39.88,-0.03,-0.01,0.05,0.53,-0.03,9.31,-0.98
39.9,-0.01,-0.01,0.04,0.52,-0.02,9.3,-0.75
39.92,0.01,-0.01,0.0,0.52,-0.02,9.29,-0.49
39.94,0.03,-0.01,-0.03,0.52,-0.01,9.28,-0.37
39.95,0.03,-0.01,-0.05,0.53,-0.01,9.28,-0.39
39.97,0.01,-0.01,-0.05,0.53,-0.01,9.3,-0.35
39.99,0.01,-0.03,-0.04,0.53,-0.01,9.31,-0.07
40.01,0.01,-0.04,-0.04,0.53,-0.01,9.32,0.37
40.03,0.01,-0.04,-0.02,0.53,-0.01,9.32,0.71
40.04,0.0,-0.06,-0.01,0.53,-0.0,9.32,0.8
40.06,-0.0,-0.07,0.01,0.53,-0.0,9.32,0.77
40.08,-0.0,-0.07,0.04,0.53,-0.01,9.33,0.84
40.1,-0.0,-0.06,0.05,0.53,-0.0,9.33,1.08
40.12,-0.0,-0.06,0.04,0.54,0.0,9.32,1.35
40.13,0.0,-0.05,0.04,0.55,0.01,9.3,1.37
40.15,-0.0,-0.04,0.02,0.55,0.0,9.29,1.13
40.17,-0.01,-0.03,-0.0,0.56,-0.0,9.28,0.87
40.19,0.01,-0.0,-0.02,0.55,-0.01,9.28,0.77
40.21,0.03,0.04,-0.02,0.54,-0.02,9.29,0.8
40.22,0.04,0.08,-0.02,0.52,-0.02,9.3,0.74
40.24,0.04,0.09,-0.02,0.51,-0.03,9.29,0.42
40.26,0.03,0.09,-0.0,0.51,-0.02,9.3,0.0
40.28,0.01,0.09,0.01,0.51,-0.02,9.31,-0.32
40.29,0.01,0.06,0.01,0.52,-0.0,9.32,-0.4
40.31,0.02,0.02,0.0,0.52,0.01,9.32,-0.37
40.33,0.01,-0.01,-0.0,0.53,0.02,9.32,-0.45
40.35,-0.0,-0.02,-0.02,0.53,0.03,9.32,-0.72
40.37,-0.02,-0.03,-0.03,0.53,0.03,9.32,-0.96
40.38,-0.02,-0.03,-0.04,0.53,0.02,9.31,-0.96
40.4,-0.02,-0.0,-0.06,0.52,0.01,9.3,-0.73
40.42,-0.02,0.01,-0.07,0.51,0.0,9.3,-0.45
40.44,-0.02,0.02,-0.06,0.51,-0.0,9.3,-0.37
40.46,-0.03,0.02,-0.04,0.51,-0.0,9.29,-0.4
40.47,-0.04,0.03,-0.02,0.52,0.0,9.29,-0.33
40.49,-0.04,0.04,-0.02,0.52,0.0,9.3,0.0
40.51,-0.03,0.03,-0.03,0.52,0.0,9.31,0.42
40.53,-0.03,-0.01,-0.05,0.52,-0.0,9.32,0.73
40.54,-0.03,-0.06,-0.07,0.53,0.0,9.33,0.8
40.56,-0.04,-0.08,-0.08,0.54,0.01,9.34,0.77
40.58,-0.04,-0.08,-0.07,0.54,0.02,9.34,0.87
40.6,-0.02,-0.06,-0.06,0.53,0.01,9.33,1.13
40.62,0.0,-0.05,-0.06,0.53,0.0,9.32,1.36
40.63,0.02,-0.03,-0.05,0.53,-0.01,9.33,1.35
40.65,0.03,0.02,-0.05,0.52,-0.01,9.33,1.12
40.67,0.03,0.04,-0.04,0.52,-0.0,9.33,0.84
40.69,0.03,0.04,-0.03,0.51,-0.0,9.32,0.77
40.71,0.03,0.02,-0.01,0.5,-0.0,9.32,0.8
40.72,0.04,-0.0,-0.01,0.51,-0.0,9.34,0.71
40.74,0.05,-0.01,-0.02,0.52,-0.0,9.35,0.4
40.76,0.06,-0.01,-0.04,0.52,-0.01,9.35,-0.07
40.78,0.06,0.01,-0.04,0.54,-0.01,9.34,-0.34
40.8,0.05,0.03,-0.04,0.54,-0.01,9.32,-0.39
40.81,0.03,0.04,-0.03,0.54,-0.01,9.3,-0.37
40.83,0.0,0.06,-0.02,0.54,-0.02,9.31,-0.49
40.85,-0.02,0.06,-0.01,0.54,-0.02,9.32,-0.75
40.87,-0.05,0.05,0.01,0.54,-0.02,9.34,-0.98
40.89,-0.09,0.03,0.02,0.54,-0.02,9.35,-0.94
40.9,-0.12,-0.01,0.01,0.54,-0.01,9.35,-0.68
40.92,-0.13,-0.03,-0.02,0.54,-0.01,9.35,-0.43
40.94,-0.14,-0.02,-0.03,0.54,-0.02,9.33,-0.37
40.96,-0.15,0.0,-0.04,0.54,-0.02,9.31,-0.4
40.98,-0.15,0.03,-0.05,0.54,-0.02,9.3,-0.3
40.99,-0.13,0.05,-0.05,0.54,-0.01,9.3,0.03
41.01,-0.12,0.06,-0.03,0.53,0.0,9.31,0.49
41.03,-0.1,0.06,-0.01,0.53,0.0,9.32,0.75
41.05,-0.08,0.06,-0.02,0.54,0.0,9.31,0.79
41.06,-0.06,0.03,-0.06,0.55,0.0,9.31,0.77
41.08,-0.04,-0.02,-0.08,0.55,-0.0,9.31,0.89
41.1,-0.03,-0.07,-0.07,0.54,-0.01,9.3,1.17
41.12,-0.02,-0.1,-0.04,0.53,-0.01,9.29,1.38
41.14,-0.04,-0.1,-0.03,0.52,-0.01,9.29,1.32
41.15,-0.06,-0.08,-0.02,0.52,-0.01,9.3,1.07
41.17,-0.08,-0.07,-0.01,0.51,-0.01,9.31,0.82
41.19,-0.09,-0.07,-0.01,0.5,-0.02,9.31,0.77
41.21,-0.08,-0.06,-0.0,0.5,-0.02,9.32,0.8
41.23,-0.06,-0.04,-0.0,0.51,-0.02,9.33,0.68
41.25,-0.03,-0.03,-0.01,0.51,-0.01,9.32,0.32
41.26,-0.01,-0.02,-0.02,0.51,-0.0,9.31,-0.11
41.28,0.0,-0.01,-0.02,0.51,0.01,9.29,-0.37
41.3,-0.0,-0.0,-0.01,0.52,0.01,9.27,-0.39
41.32,-0.01,0.01,-0.01,0.52,0.01,9.27,-0.37
41.33,0.0,0.03,-0.01,0.54,0.01,9.29,-0.5
41.35,0.04,0.05,-0.02,0.55,0.01,9.3,-0.8
41.37,0.09,0.08,-0.04,0.55,0.02,9.31,-0.99
41.39,0.1,0.08,-0.03,0.55,0.02,9.32,-0.91
41.41,0.05,0.06,0.01,0.55,0.02,9.32,-0.65
41.42,-0.01,0.02,0.04,0.54,0.01,9.32,-0.42
41.44,-0.07,-0.03,0.05,0.53,0.01,9.32,-0.37
41.46,-0.1,-0.07,0.04,0.52,0.01,9.33,-0.4
41.48,-0.11,-0.11,0.03,0.51,-0.0,9.32,-0.27
41.5,-0.09,-0.11,0.02,0.51,-0.01,9.31,0.1
41.52,-0.08,-0.12,0.02,0.52,-0.01,9.29,0.55
41.53,-0.07,-0.14,0.01,0.53,-0.0,9.28,0.77
41.55,-0.05,-0.15,-0.02,0.54,0.01,9.28,0.79
41.57,-0.04,-0.13,-0.05,0.54,0.01,9.29,0.77
41.59,-0.03,-0.08,-0.09,0.54,0.01,9.31,0.93
41.6,-0.03,-0.03,-0.12,0.54,0.01,9.34,1.22
41.62,-0.03,0.0,-0.13,0.55,-0.0,9.34,1.4
41.64,-0.03,0.02,-0.12,0.56,-0.0,9.33,1.31
41.66,-0.04,0.02,-0.1,0.56,0.0,9.31,1.02
41.68,-0.03,0.01,-0.06,0.55,0.01,9.3,0.81
41.69,-0.01,0.02,-0.01,0.55,0.01,9.29,0.77
41.71,-0.0,0.03,0.02,0.55,0.0,9.3,0.8
41.73,0.01,0.05,0.02,0.55,0.0,9.3,0.64
41.75,0.02,0.08,0.02,0.55,0.0,9.3,0.28
41.77,0.03,0.12,0.01,0.54,0.01,9.29,-0.15
41.78,0.04,0.13,0.02,0.54,0.01,9.28,-0.38
41.8,0.06,0.13,0.04,0.53,0.01,9.28,-0.39
41.82,0.05,0.1,0.05,0.53,0.01,9.28,-0.38
41.84,0.02,0.05,0.04,0.52,0.01,9.28,-0.54
41.85,0.01,0.02,0.02,0.52,0.01,9.29,-0.82
41.87,-0.02,0.01,-0.0,0.52,0.01,9.29,-1.0
41.89,-0.06,0.01,-0.03,0.52,0.02,9.3,-0.9
41.91,-0.06,0.01,-0.03,0.52,0.02,9.3,-0.6
41.93,-0.05,0.01,-0.03,0.52,0.02,9.29,-0.4
41.95,-0.04,0.01,-0.04,0.52,0.02,9.28,-0.38
41.96,-0.05,0.01,-0.04,0.52,0.01,9.27,-0.39
41.98,-0.06,0.01,-0.01,0.53,0.01,9.27,-0.24
42.0,-0.06,0.0,0.02,0.53,0.0,9.28,0.17
42.02,-0.04,-0.03,0.05,0.53,0.0,9.29,0.57
42.04,-0.02,-0.06,0.06,0.54,0.01,9.3,0.79
42.05,0.0,-0.06,0.07,0.54,0.01,9.31,0.78
42.07,0.05,-0.06,0.08,0.55,0.02,9.33,0.78
42.09,0.07,-0.08,0.08,0.55,0.02,9.33,0.96
42.11,0.07,-0.1,0.07,0.55,0.02,9.33,1.25
42.12,0.06,-0.1,0.07,0.55,0.02,9.33,1.4
42.14,0.03,-0.06,0.04,0.55,0.02,9.33,1.27
42.16,0.02,-0.02,0.02,0.55,0.02,9.32,0.99
42.18,0.01,-0.0,0.01,0.56,0.0,9.32,0.79
42.2,0.02,-0.02,0.01,0.56,-0.01,9.32,0.78
42.21,0.03,-0.02,0.01,0.56,-0.02,9.31,0.79
42.23,0.02,-0.01,0.0,0.55,-0.03,9.31,0.62
42.25,-0.0,-0.01,-0.01,0.54,-0.02,9.32,0.2
42.27,-0.01,-0.02,-0.02,0.54,-0.01,9.33,-0.19
42.29,0.02,-0.03,-0.02,0.54,-0.0,9.34,-0.39
42.3,0.05,-0.01,-0.01,0.54,0.01,9.33,-0.38
42.32,0.07,0.02,0.02,0.53,0.02,9.33,-0.38
42.34,0.04,0.04,0.04,0.52,0.03,9.33,-0.57
42.36,0.0,0.06,0.03,0.51,0.03,9.32,-0.86
42.38,-0.04,0.08,0.02,0.51,0.02,9.31,-1.0
42.39,-0.06,0.09,0.01,0.53,0.01,9.3,-0.86
42.41,-0.07,0.08,-0.01,0.54,0.0,9.29,-0.57
42.43,-0.07,0.06,-0.03,0.54,-0.0,9.29,-0.38
42.45,-0.09,0.05,-0.04,0.54,0.0,9.29,-0.38
42.47,-0.1,0.04,-0.04,0.54,0.01,9.31,-0.39
42.48,-0.1,0.05,-0.02,0.55,0.01,9.31,-0.19
42.5,-0.09,0.06,-0.0,0.56,0.02,9.31,0.23
42.52,-0.08,0.03,0.02,0.55,0.03,9.31,0.62
42.54,-0.06,-0.0,0.02,0.55,0.03,9.31,0.79
42.56,-0.04,-0.02,0.01,0.54,0.02,9.33,0.78
42.57,-0.02,-0.0,-0.01,0.54,0.02,9.34,0.79
42.59,0.0,0.02,-0.02,0.54,0.02,9.34,1.0
42.61,0.03,0.02,-0.02,0.54,0.03,9.33,1.27
42.63,0.04,0.01,-0.03,0.53,0.03,9.32,1.4
42.64,0.02,0.01,-0.05,0.53,0.02,9.32,1.25
42.66,0.01,0.0,-0.06,0.53,0.02,9.32,0.96
42.68,0.01,-0.02,-0.04,0.54,0.02,9.32,0.78
42.7,0.03,-0.03,-0.01,0.55,0.02,9.33,0.78
42.72,0.03,-0.04,0.01,0.54,0.02,9.33,0.78
42.73,0.01,-0.04,0.01,0.53,0.02,9.33,0.57
42.75,-0.01,-0.05,0.01,0.53,0.01,9.32,0.15
42.77,-0.01,-0.06,0.01,0.53,0.0,9.31,-0.24
42.79,0.02,-0.05,0.0,0.53,-0.01,9.31,-0.39
42.81,0.04,-0.03,-0.01,0.54,-0.02,9.32,-0.37
42.82,0.05,0.0,-0.01,0.55,-0.03,9.33,-0.4
42.84,0.05,0.01,0.01,0.55,-0.02,9.34,-0.62
42.86,0.05,-0.04,0.04,0.56,-0.02,9.34,-0.89
42.88,0.05,-0.1,0.07,0.56,-0.01,9.33,-1.0
42.9,0.03,-0.15,0.09,0.55,-0.01,9.31,-0.83
42.91,0.02,-0.15,0.08,0.55,-0.02,9.3,-0.54
42.93,0.03,-0.12,0.04,0.55,-0.03,9.3,-0.38
42.95,0.03,-0.1,0.0,0.56,-0.05,9.3,-0.39
42.97,0.01,-0.09,-0.02,0.56,-0.05,9.31,-0.37
42.99,-0.02,-0.08,-0.03,0.55,-0.04,9.3,-0.15
43.0,-0.03,-0.07,-0.04,0.56,-0.02,9.3,0.28
43.02,-0.04,-0.05,-0.06,0.56,-0.01,9.3,0.65
43.04,-0.06,-0.03,-0.07,0.57,0.0,9.31,0.8
43.06,-0.08,0.0,-0.04,0.57,0.01,9.33,0.77
43.08,-0.1,0.02,0.0,0.57,0.01,9.34,0.81
43.09,-0.1,0.01,0.02,0.57,0.01,9.34,1.02
43.11,-0.09,0.0,0.02,0.56,0.0,9.33,1.31
43.13,-0.07,0.01,0.01,0.55,-0.01,9.33,1.4
43.15,-0.06,0.01,-0.0,0.53,-0.02,9.32,1.2
43.16,-0.05,-0.01,-0.01,0.53,-0.03,9.33,0.93
43.18,-0.03,-0.03,-0.01,0.54,-0.02,9.33,0.77
43.2,-0.01,-0.03,-0.0,0.55,-0.02,9.33,0.79
43.22,0.01,-0.02,0.01,0.56,-0.02,9.33,0.77
43.24,0.02,-0.02,0.02,0.56,-0.02,9.33,0.53
43.25,0.0,-0.04,0.02,0.56,-0.01,9.32,0.1
43.27,-0.02,-0.04,0.02,0.55,-0.01,9.3,-0.27
43.29,-0.03,-0.03,0.03,0.55,-0.01,9.29,-0.4
43.31,-0.04,-0.02,0.04,0.54,-0.01,9.29,-0.37
43.33,-0.04,-0.01,0.05,0.54,-0.01,9.3,-0.42
43.34,-0.05,-0.01,0.04,0.54,-0.01,9.31,-0.64
43.36,-0.04,-0.0,0.03,0.54,-0.02,9.32,-0.92
43.38,-0.03,-0.0,0.01,0.54,-0.01,9.33,-0.99
43.4,-0.03,-0.0,-0.01,0.54,-0.01,9.34,-0.78
43.42,-0.02,0.0,-0.04,0.54,-0.0,9.35,-0.5
43.43,-0.0,0.02,-0.05,0.53,0.01,9.34,-0.37
43.45,-0.0,0.03,-0.05,0.53,0.02,9.33,-0.39
43.47,-0.02,0.01,-0.04,0.52,0.02,9.32,-0.37
43.49,-0.02,-0.01,-0.04,0.52,0.02,9.31,-0.09
43.51,-0.02,-0.02,-0.04,0.53,0.02,9.31,0.32
43.52,-0.01,-0.02,-0.02,0.53,0.01,9.3,0.7
43.54,-0.01,-0.01,-0.01,0.54,0.01,9.3,0.8
43.56,-0.03,-0.02,0.01,0.55,0.0,9.32,0.77
43.58,-0.05,-0.03,0.04,0.56,0.0,9.34,0.83
43.6,-0.08,-0.02,0.05,0.56,-0.01,9.35,1.07
43.61,-0.09,0.01,0.06,0.56,-0.01,9.34,1.33
43.63,-0.07,0.03,0.04,0.56,-0.02,9.34,1.38
43.65,-0.03,0.04,0.01,0.55,-0.02,9.33,1.17
43.67,0.0,0.03,0.01,0.54,-0.03,9.31,0.89
43.68,0.01,0.03,0.01,0.54,-0.03,9.3,0.77
43.7,0.01,0.05,0.0,0.54,-0.03,9.3,0.79
43.72,0.01,0.08,-0.01,0.53,-0.03,9.3,0.76
43.74,0.01,0.08,-0.02,0.53,-0.03,9.31,0.47
43.76,0.01,0.05,-0.02,0.53,-0.02,9.34,0.05
43.77,0.0,0.02,-0.02,0.52,-0.01,9.36,-0.3
43.79,0.0,-0.02,-0.02,0.52,0.01,9.38,-0.4
43.81,-0.02,-0.03,-0.02,0.52,0.01,9.38,-0.37
43.83,-0.05,-0.03,-0.02,0.53,0.0,9.37,-0.44
43.85,-0.07,-0.05,-0.04,0.53,0.0,9.35,-0.68
43.87,-0.07,-0.07,-0.06,0.53,0.0,9.33,-0.95
43.88,-0.07,-0.06,-0.07,0.53,-0.0,9.31,-0.98
43.9,-0.05,-0.03,-0.06,0.53,-0.0,9.3,-0.75
43.92,-0.02,-0.01,-0.02,0.54,-0.0,9.3,-0.48
43.94,0.0,0.01,0.01,0.54,0.0,9.31,-0.37
43.95,0.01,0.04,0.04,0.53,0.01,9.32,-0.4
43.97,0.01,0.06,0.05,0.54,0.01,9.32,-0.34
43.99,0.01,0.06,0.04,0.54,0.01,9.31,-0.04
44.01,0.02,0.06,-0.02,0.53,0.01,9.31,0.4
44.03,0.03,0.07,-0.07,0.53,0.01,9.3,0.71
44.04,0.05,0.08,-0.09,0.54,0.01,9.29,0.8
44.06,0.07,0.08,-0.09,0.54,0.01,9.29,0.77
44.08,0.09,0.07,-0.08,0.55,0.0,9.3,0.85
44.1,0.1,0.04,-0.07,0.55,0.0,9.3,1.1
44.12,0.09,0.01,-0.07,0.55,0.01,9.3,1.35
44.13,0.06,-0.0,-0.08,0.55,0.01,9.3,1.37
44.15,0.04,0.01,-0.07,0.55,0.01,9.31,1.13
44.17,0.03,0.01,-0.05,0.54,0.01,9.31,0.87
44.19,0.0,-0.02,-0.02,0.54,0.01,9.32,0.77
44.21,-0.01,-0.04,-0.0,0.54,0.01,9.33,0.8
44.22,-0.01,-0.05,0.01,0.54,0.01,9.33,0.73
44.24,-0.0,-0.03,0.0,0.54,0.01,9.33,0.44
44.26,-0.0,-0.01,0.0,0.54,0.01,9.33,-0.02
44.28,-0.01,-0.0,0.01,0.54,0.01,9.35,-0.32
44.29,0.0,-0.01,0.02,0.53,0.0,9.36,-0.4
44.31,0.01,-0.03,0.02,0.53,0.0,9.37,-0.37
44.33,0.0,-0.04,0.01,0.53,-0.0,9.37,-0.47
44.35,-0.03,-0.01,-0.01,0.53,-0.01,9.37,-0.72
44.37,-0.06,0.03,-0.02,0.54,-0.01,9.36,-0.96
44.38,-0.06,0.07,-0.04,0.55,-0.0,9.34,-0.96
44.4,-0.03,0.05,-0.05,0.55,-0.0,9.32,-0.72
44.42,-0.03,0.02,-0.04,0.54,-0.0,9.31,-0.45
44.44,-0.03,-0.0,-0.03,0.54,-0.01,9.32,-0.37
44.46,-0.03,-0.01,-0.03,0.53,-0.01,9.32,-0.4
44.47,-0.05,-0.01,-0.02,0.53,-0.01,9.31,-0.32
44.49,-0.07,-0.0,-0.01,0.53,-0.0,9.32,0.0
44.51,-0.08,0.0,-0.0,0.54,0.01,9.33,0.44
44.53,-0.06,0.0,-0.0,0.54,0.02,9.35,0.74
44.55,-0.03,0.01,0.0,0.54,0.03,9.36,0.8
44.56,-0.01,0.02,-0.0,0.53,0.03,9.36,0.77
44.58,0.01,0.03,-0.0,0.53,0.02,9.36,0.87
44.6,0.01,0.02,0.01,0.53,0.01,9.35,1.15
44.62,-0.02,0.02,0.04,0.54,0.01,9.34,1.37
44.64,-0.05,0.0,0.06,0.54,0.0,9.34,1.34
44.65,-0.09,-0.02,0.07,0.53,-0.0,9.34,1.1
44.67,-0.11,-0.03,0.05,0.52,-0.0,9.34,0.83
44.69,-0.11,-0.04,0.04,0.52,-0.0,9.35,0.77
44.71,-0.08,-0.02,0.03,0.52,0.0,9.35,0.8
44.72,-0.05,-0.01,0.02,0.52,0.01,9.35,0.71
44.74,-0.03,-0.0,0.01,0.52,0.02,9.34,0.37
44.76,-0.02,0.01,0.01,0.52,0.02,9.33,-0.07
44.78,-0.03,0.04,0.02,0.53,0.02,9.32,-0.35
44.8,-0.03,0.03,0.04,0.54,0.02,9.31,-0.4
44.81,-0.03,0.01,0.04,0.54,0.02,9.3,-0.37
44.83,-0.03,0.02,0.02,0.55,0.02,9.3,-0.48
44.85,-0.04,0.05,0.02,0.55,0.02,9.3,-0.77
44.87,-0.03,0.07,0.02,0.54,0.03,9.31,-0.98
44.89,-0.02,0.05,0.03,0.55,0.03,9.31,-0.93
44.9,-0.0,0.02,0.04,0.54,0.03,9.32,-0.68
44.92,0.01,-0.0,0.01,0.54,0.02,9.32,-0.43
44.94,0.0,0.0,-0.02,0.53,0.01,9.32,-0.37
44.96,-0.01,0.0,-0.04,0.52,0.01,9.31,-0.4
44.98,-0.04,-0.0,-0.04,0.52,-0.01,9.31,-0.3
44.99,-0.06,-0.01,-0.04,0.53,-0.02,9.3,0.05
45.01,-0.06,-0.02,-0.04,0.55,-0.01,9.29,0.47
45.03,-0.01,-0.03,-0.04,0.55,-0.0,9.31,0.76
45.05,0.02,-0.02,-0.01,0.55,0.01,9.32,0.79
45.07,0.04,-0.03,0.03,0.54,0.01,9.32,0.77
45.08,0.02,-0.03,0.06,0.53,0.01,9.32,0.9
45.1,-0.0,-0.04,0.06,0.53,0.0,9.32,1.18
45.12,-0.02,-0.05,0.05,0.52,-0.01,9.32,1.39
45.14,-0.02,-0.04,0.03,0.52,-0.01,9.31,1.33
45.16,-0.03,-0.0,-0.01,0.52,-0.01,9.31,1.05
45.17,-0.04,0.02,-0.04,0.52,-0.0,9.32,0.83
45.19,-0.05,0.02,-0.05,0.52,0.0,9.33,0.77
45.21,-0.04,-0.01,-0.05,0.52,0.01,9.33,0.8
45.23,-0.02,-0.02,-0.04,0.53,0.01,9.31,0.67
45.25,-0.01,-0.02,-0.02,0.54,0.01,9.3,0.32
45.26,0.01,-0.02,-0.02,0.55,0.02,9.29,-0.11
45.28,0.03,-0.02,-0.04,0.56,0.02,9.3,-0.37
45.3,0.04,-0.03,-0.05,0.56,0.02,9.31,-0.39
45.32,0.05,-0.03,-0.04,0.56,0.01,9.32,-0.37
45.34,0.03,-0.01,-0.03,0.56,-0.01,9.32,-0.51
45.35,0.0,-0.0,-0.03,0.56,-0.01,9.32,-0.78
45.37,-0.03,-0.02,-0.04,0.56,-0.01,9.32,-0.99
45.39,-0.06,-0.04,-0.03,0.55,0.0,9.32,-0.92
45.41,-0.06,-0.03,-0.02,0.55,0.01,9.31,-0.64
45.43,-0.06,0.01,-0.02,0.55,0.01,9.31,-0.41
45.44,-0.07,0.05,-0.02,0.55,0.01,9.31,-0.37
45.46,-0.08,0.06,-0.02,0.55,0.01,9.31,-0.4
45.48,-0.08,0.03,-0.02,0.54,0.01,9.3,-0.27
45.5,-0.06,0.01,-0.02,0.53,0.01,9.31,0.12
45.51,-0.04,0.01,-0.01,0.53,0.01,9.32,0.53
45.53,-0.03,0.01,-0.0,0.53,0.02,9.31,0.78
45.55,-0.01,0.01,0.01,0.54,0.02,9.3,0.79
45.57,0.02,0.01,0.02,0.54,0.02,9.29,0.78
45.59,0.03,0.01,0.01,0.54,0.02,9.3,0.93
45.6,0.02,0.01,0.01,0.53,0.02,9.3,1.22
45.62,-0.01,0.02,0.0,0.54,0.02,9.29,1.4
45.64,-0.03,0.02,0.0,0.55,0.01,9.29,1.3
45.66,-0.04,0.01,-0.01,0.56,0.01,9.28,1.02
45.68,-0.04,0.02,-0.03,0.56,0.01,9.27,0.8
